1.202718,0.011169,0,2.0522
1.202718,0.012040,1,1.9910
1.202718,0.012066,0,1.9888
1.202718,0.012937,1,1.9436
1.202718,0.012962,0,1.9400
1.202718,0.013834,1,1.8977
1.031665,0.011589,0,2.1331
1.031665,0.012461,1,2.0872
1.031665,0.012486,0,2.0901
1.031665,0.013357,1,2.0369
1.031665,0.013383,0,2.0362
1.031665,0.014254,1,1.9779
1.031665,0.014279,0,1.9800
1.031665,0.015151,1,1.9349
1.031665,0.015176,0,1.9319
1.031665,0.016047,1,1.8911
0.909652,0.011958,0,2.1535
0.909652,0.012837,1,2.1061
0.909652,0.012863,0,2.0981
0.909652,0.013740,1,2.0580
0.909652,0.013766,0,2.0551
0.909652,0.014643,1,1.9953
0.909652,0.014668,0,1.9983
0.909652,0.015544,1,1.9523
0.909652,0.015570,0,1.9516
0.909652,0.016441,1,1.9079
4.043988,0.011927,0,2.1418
4.043988,0.012799,1,2.0981
4.043988,0.012824,0,2.0952
4.043988,0.013695,1,2.0464
4.043988,0.013720,0,2.0449
4.043988,0.014592,1,1.9895
4.043988,0.014617,0,1.9873
4.043988,0.015489,1,1.9458
4.043988,0.015514,0,1.9429
4.043988,0.016385,1,1.9013
1.436987,0.013017,0,2.1426
1.436987,0.013895,1,2.0952
1.436987,0.013921,0,2.0923
1.436987,0.014800,1,2.0456
1.436987,0.014826,0,2.0485
1.436987,0.015709,1,1.9881
1.436987,0.015735,0,1.9902
1.436987,0.016616,1,1.9443
1.436987,0.016642,0,1.9421
1.436987,0.017521,1,1.9028
1.387655,0.011299,0,2.1447
1.387655,0.012180,1,2.0996
1.387655,0.012206,0,2.0988
1.387655,0.013087,1,2.0515
1.387655,0.013113,0,2.0515
1.387655,0.013994,1,1.9939
1.387655,0.014020,0,1.9932
1.387655,0.014898,1,1.9472
1.387655,0.014923,0,1.9465
1.387655,0.015797,1,1.9050
0.860588,0.011424,0,2.1455
0.860588,0.012304,1,2.0988
0.860588,0.012330,0,2.0988
0.860588,0.013210,1,2.0485
0.860588,0.013235,0,2.0500
0.860588,0.014114,1,1.9910
0.860588,0.014139,0,1.9924
0.860588,0.015013,1,1.9465
0.860588,0.015039,0,1.9472
0.860588,0.015910,1,1.9035
0.877726,0.011221,0,2.1513
0.877726,0.012098,1,2.1010
0.877726,0.012123,0,2.0988
0.877726,0.013001,1,2.0536
0.877726,0.013026,0,2.0522
0.877726,0.013903,1,1.9939
0.877726,0.013928,0,1.9968
0.877726,0.014800,1,1.9516
0.877726,0.014825,0,1.9480
0.877726,0.015697,1,1.9086
1.690661,0.011894,0,2.1389
1.690661,0.012775,1,2.0908
1.690661,0.012801,0,2.0908
1.690661,0.013681,1,2.0420
1.690661,0.013706,0,2.0413
1.690661,0.014583,1,1.9873
1.690661,0.014608,0,1.9851
1.690661,0.015482,1,1.9421
1.690661,0.015508,0,1.9421
1.690661,0.016380,1,1.8991
1.388737,0.012517,0,2.1418
1.388737,0.013393,1,2.0981
1.388737,0.013419,0,2.0959
1.388737,0.014298,1,2.0515
1.388737,0.014324,0,2.0515
1.388737,0.015203,1,1.9939
1.388737,0.015228,0,1.9932
1.388737,0.016102,1,1.9494
1.388737,0.016127,0,1.9458
1.388737,0.017001,1,1.9057
0.843657,0.011988,0,2.1426
0.843657,0.012865,1,2.0981
0.843657,0.012891,0,2.0945
0.843657,0.013769,1,2.0493
0.843657,0.013795,0,2.0464
0.843657,0.014669,1,1.9932
0.843657,0.014694,0,1.9924
0.843657,0.015567,1,1.9472
0.843657,0.015593,0,1.9443
0.843657,0.016464,1,1.9035
0.764846,0.011564,0,2.1455
0.764846,0.012443,1,2.0988
0.764846,0.012469,0,2.0988
0.764846,0.013348,1,2.0515
0.764846,0.013374,0,2.0515
0.764846,0.014251,1,1.9939
0.764846,0.014277,0,1.9932
0.764846,0.015152,1,1.9451
0.764846,0.015177,0,1.9458
0.764846,0.016051,1,1.9042
