0.012368,0.004527,0,2.1877
0.012368,0.004924,1,2.1659
0.012368,0.004949,0,2.1615
0.012368,0.005346,1,2.1447
0.012368,0.005372,0,2.1411
0.012368,0.005769,1,2.1258
0.012368,0.005795,0,2.1178
0.012368,0.006192,1,2.0981
0.012368,0.006217,0,2.0988
0.012368,0.006614,1,2.0799
0.012368,0.006640,0,2.0813
0.012368,0.007037,1,2.0551
0.012368,0.007063,0,2.0551
0.012368,0.007460,1,2.0376
0.012368,0.007486,0,2.0340
0.012368,0.007882,1,2.0092
0.013550,0.004386,0,2.1950
0.013550,0.004783,1,2.1717
0.013550,0.004809,0,2.1717
0.013550,0.005206,1,2.1484
0.013550,0.005232,0,2.1491
0.013550,0.005629,1,2.1265
0.013550,0.005654,0,2.1265
0.013550,0.006051,1,2.1047
0.013550,0.006077,0,2.1047
0.013550,0.006474,1,2.0821
0.013550,0.006500,0,2.0843
0.013550,0.006897,1,2.0609
0.013550,0.006922,0,2.0609
0.013550,0.007319,1,2.0405
0.013550,0.007345,0,2.0405
0.013550,0.007742,1,2.0187
0.011906,0.004727,0,2.2111
0.011906,0.005124,1,2.1885
0.011906,0.005150,0,2.1877
0.011906,0.005547,1,2.1659
0.011906,0.005572,0,2.1622
0.011906,0.005970,1,2.1426
0.011906,0.005995,0,2.1426
0.011906,0.006392,1,2.1192
0.011906,0.006418,0,2.1185
0.011906,0.006815,1,2.0981
0.011906,0.006841,0,2.0966
0.011906,0.007238,1,2.0770
0.011906,0.007264,0,2.0770
0.011906,0.007661,1,2.0544
0.011906,0.007686,0,2.0529
0.011906,0.008083,1,2.0354
0.011826,0.004334,0,2.2103
0.011826,0.004731,1,2.1892
0.011826,0.004756,0,2.1892
0.011826,0.005154,1,2.1644
0.011826,0.005179,0,2.1637
0.011826,0.005576,1,2.1433
0.011826,0.005602,0,2.1404
0.011826,0.005999,1,2.1192
0.011826,0.006025,0,2.1200
0.011826,0.006422,1,2.0974
0.011826,0.006448,0,2.0966
0.011826,0.006845,1,2.0784
0.011826,0.006870,0,2.0748
0.011826,0.007268,1,2.0551
0.011826,0.007293,0,2.0536
0.011826,0.007690,1,2.0340
0.011380,0.004178,0,2.2132
0.011380,0.004575,1,2.1936
0.011380,0.004601,0,2.1936
0.011380,0.004998,1,2.1681
0.011380,0.005023,0,2.1659
0.011380,0.005420,1,2.1440
0.011380,0.005446,0,2.1440
0.011380,0.005843,1,2.1243
0.011380,0.005869,0,2.1221
0.011380,0.006266,1,2.0988
0.011380,0.006292,0,2.0988
0.011380,0.006689,1,2.0806
0.011380,0.006714,0,2.0777
0.011380,0.007111,1,2.0566
0.011380,0.007137,0,2.0551
0.011380,0.007534,1,2.0340
0.011354,0.003850,0,2.2125
0.011354,0.004247,1,2.1907
0.011354,0.004273,0,2.1907
0.011354,0.004670,1,2.1666
0.011354,0.004696,0,2.1666
0.011354,0.005093,1,2.1426
0.011354,0.005118,0,2.1411
0.011354,0.005516,1,2.1214
0.011354,0.005541,0,2.1214
0.011354,0.005938,1,2.0988
0.011354,0.005964,0,2.0981
0.011354,0.006361,1,2.0755
0.011354,0.006387,0,2.0755
0.011354,0.006784,1,2.0587
0.011354,0.006810,0,2.0573
0.011354,0.007207,1,2.0332
0.011680,0.004069,0,2.2118
0.011680,0.004466,1,2.1892
0.011680,0.004492,0,2.1892
0.011680,0.004889,1,2.1688
0.011680,0.004915,0,2.1673
0.011680,0.005312,1,2.1440
0.011680,0.005337,0,2.1418
0.011680,0.005734,1,2.1221
0.011680,0.005760,0,2.1207
0.011680,0.006157,1,2.0988
0.011680,0.006183,0,2.0996
0.011680,0.006580,1,2.0799
0.011680,0.006606,0,2.0762
0.011680,0.007003,1,2.0544
0.011680,0.007029,0,2.0536
0.011680,0.007426,1,2.0347
0.012640,0.004638,0,2.2103
0.012640,0.005035,1,2.1877
0.012640,0.005061,0,2.1877
0.012640,0.005458,1,2.1673
0.012640,0.005484,0,2.1637
0.012640,0.005881,1,2.1418
0.012640,0.005906,0,2.1411
0.012640,0.006303,1,2.1214
0.012640,0.006329,0,2.1207
0.012640,0.006726,1,2.0988
0.012640,0.006752,0,2.0974
0.012640,0.007149,1,2.0784
0.012640,0.007175,0,2.0777
0.012640,0.007572,1,2.0544
0.012640,0.007597,0,2.0536
0.012640,0.007994,1,2.0369
0.011821,0.004078,0,2.2191
0.011821,0.004475,1,2.1943
0.011821,0.004500,0,2.1899
0.011821,0.004898,1,2.1688
0.011821,0.004923,0,2.1688
0.011821,0.005320,1,2.1484
0.011821,0.005346,0,2.1447
0.011821,0.005743,1,2.1221
0.011821,0.005769,0,2.1221
0.011821,0.006166,1,2.1032
0.011821,0.006192,0,2.1017
0.011821,0.006589,1,2.0806
0.011821,0.006615,0,2.0770
0.011821,0.007012,1,2.0580
0.011821,0.007037,0,2.0580
0.011821,0.007435,1,2.0376
0.011384,0.003701,0,2.2009
0.011384,0.004098,1,2.1790
0.011384,0.004124,0,2.1790
0.011384,0.004521,1,2.1564
0.011384,0.004546,0,2.1579
0.011384,0.004943,1,2.1331
0.011384,0.004969,0,2.1324
0.011384,0.005366,1,2.1112
0.011384,0.005392,0,2.1112
0.011384,0.005789,1,2.0894
0.011384,0.005815,0,2.0886
0.011384,0.006212,1,2.0682
0.011384,0.006237,0,2.0675
0.011384,0.006635,1,2.0485
0.011384,0.006660,0,2.0478
0.011384,0.007057,1,2.0252
0.011389,0.004617,0,2.2111
0.011389,0.005014,1,2.1907
0.011389,0.005040,0,2.1899
0.011389,0.005437,1,2.1666
0.011389,0.005462,0,2.1622
0.011389,0.005859,1,2.1447
0.011389,0.005885,0,2.1411
0.011389,0.006282,1,2.1185
0.011389,0.006308,0,2.1163
0.011389,0.006705,1,2.0974
0.011389,0.006730,0,2.0974
0.011389,0.007128,1,2.0755
0.011389,0.007153,0,2.0755
0.011389,0.007550,1,2.0544
0.011389,0.007576,0,2.0551
0.011389,0.007973,1,2.0332
0.011924,0.005246,0,2.2118
0.011924,0.005643,1,2.1907
0.011924,0.005669,0,2.1907
0.011924,0.006066,1,2.1659
0.011924,0.006092,0,2.1659
0.011924,0.006489,1,2.1440
0.011924,0.006515,0,2.1440
0.011924,0.006912,1,2.1200
0.011924,0.006937,0,2.1207
0.011924,0.007334,1,2.0996
0.011924,0.007360,0,2.0988
0.011924,0.007757,1,2.0777
0.011924,0.007783,0,2.0770
0.011924,0.008180,1,2.0566
0.011924,0.008206,0,2.0566
0.011924,0.008603,1,2.0347
