Time[s], Channel 0
0.000000000000000, 0
0.000033937500000, 1
0.000039937500000, 0
0.000181500000000, 1
0.000187437500000, 0
0.000329000000000, 1
0.000335000000000, 0
0.000476500000000, 1
0.000482500000000, 0
0.000624062500000, 1
0.000630062500000, 0
0.000771562500000, 1
0.000777562500000, 0
0.000919062500000, 1
0.000925062500000, 0
0.001066625000000, 1
0.001072562500000, 0
0.001214125000000, 1
0.001220125000000, 0
0.001361687500000, 1
0.001367625000000, 0
0.001509187500000, 1
0.001515187500000, 0
0.001656687500000, 1
0.001662687500000, 0
0.001804250000000, 1
0.001810250000000, 0
0.001951750000000, 1
0.001957750000000, 0
0.002099312500000, 1
0.002105312500000, 0
0.002246812500000, 1
0.002252812500000, 0
0.002394375000000, 1
0.002400312500000, 0
0.002541875000000, 1
0.002547875000000, 0
0.002689375000000, 1
0.002695375000000, 0
0.002836937500000, 1
0.002842937500000, 0
0.002984437500000, 1
0.002990437500000, 0
0.003132000000000, 1
0.003138000000000, 0
0.003279500000000, 1
0.003285500000000, 0
0.003427062500000, 1
0.003433000000000, 0
0.003574562500000, 1
0.003580562500000, 0
0.003722125000000, 1
0.003728062500000, 0
0.003869625000000, 1
0.003875625000000, 0
0.004017187500000, 1
0.004023125000000, 0
0.004164687500000, 1
0.004170687500000, 0
0.004312250000000, 1
0.004318187500000, 0
0.004459750000000, 1
0.004465750000000, 0
0.004607250000000, 1
0.004613250000000, 0
0.004754812500000, 1
0.004760812500000, 0
0.004902375000000, 1
0.004908312500000, 0
0.005049875000000, 1
0.005055875000000, 0
0.005197375000000, 1
0.005203375000000, 0
0.005344937500000, 1
0.005350937500000, 0
0.005492437500000, 1
0.005498437500000, 0
0.005640000000000, 1
0.005646000000000, 0
0.005787500000000, 1
0.005793500000000, 0
0.005935062500000, 1
0.005941000000000, 0
0.006082562500000, 1
0.006088562500000, 0
0.006230125000000, 1
0.006236062500000, 0
0.006377625000000, 1
0.006383625000000, 0
0.006525187500000, 1
0.006531125000000, 0
0.006672687500000, 1
0.006678687500000, 0
0.006820250000000, 1
0.006826187500000, 0
0.006967750000000, 1
0.006973750000000, 0
0.007115250000000, 1
0.007121250000000, 0
0.007262812500000, 1
0.007268750000000, 0
0.007410312500000, 1
0.007416312500000, 0
0.007557875000000, 1
0.007563812500000, 0
0.007705375000000, 1
0.007711375000000, 0
0.007852937500000, 1
0.007858875000000, 0
0.008000437500000, 1
0.008006437500000, 0
0.008148000000000, 1
