Time[s], Channel 0
0.000000000000000, 0
0.018533562500000, 1
0.018539625000000, 0
0.021080312500000, 1
0.021086375000000, 0
0.416634937500000, 1
0.416640937500000, 0
0.419181750000000, 1
0.419187812500000, 0
0.814736687500000, 1
0.814742687500000, 0
0.817283375000000, 1
0.817289375000000, 0
1.212836187500000, 1
1.212842187500000, 0
1.215382937500000, 1
1.215389000000000, 0
1.610942062500000, 1
1.610948062500000, 0
1.613488875000000, 1
1.613494875000000, 0
2.009054125000000, 1
2.009060125000000, 0
2.011601062500000, 1
2.011607062500000, 0
2.407156625000000, 1
2.407162687500000, 0
2.409703375000000, 1
2.409709437500000, 0
2.805252875000000, 1
2.805258937500000, 0
2.807799562500000, 1
2.807805562500000, 0
3.203357312500000, 1
3.203363375000000, 0
3.205904062500000, 1
3.205910062500000, 0
3.601460875000000, 1
3.601466937500000, 0
3.604007750000000, 1
3.604013750000000, 0
3.999570062500000, 1
3.999576062500000, 0
4.002116937499999, 1
4.002122937500000, 0
4.397676250000000, 1
4.397682250000000, 0
4.400223062499999, 1
4.400229062500000, 0
4.795786250000000, 1
4.795792250000000, 0
4.798333000000000, 1
4.798338999999999, 0
5.193896250000000, 1
5.193902250000000, 0
5.196442937500000, 1
5.196448937500000, 0
5.592003937499999, 1
5.592009937499999, 0
5.594550625000000, 1
5.594556687500000, 0
5.990111874999999, 1
5.990117875000000, 0
5.992658625000000, 1
5.992664687500000, 0
6.388217312500000, 1
6.388223375000000, 0
6.390764125000000, 1
6.390770187499999, 0
6.786331562500000, 1
6.786337625000000, 0
6.788878562500000, 1
6.788884625000000, 0
