Time[s], Channel 0
0.000000000000000, 0
0.000119250000000, 1
0.000125250000000, 0
0.001207562500000, 1
0.001213562500000, 0
0.002295875000000, 1
0.002301875000000, 0
0.003593500000000, 1
0.003599437500000, 0
0.004681750000000, 1
0.004687750000000, 0
0.005979312500000, 1
0.005985312500000, 0
0.007067562500000, 1
0.007073562500000, 0
0.008155812500000, 1
0.008161812500000, 0
0.009453375000000, 1
0.009459375000000, 0
0.010541625000000, 1
0.010547625000000, 0
0.011839187500000, 1
0.011845187500000, 0
0.012927437500000, 1
0.012933437500000, 0
0.014015750000000, 1
0.014021687500000, 0
0.015313312500000, 1
0.015319250000000, 0
0.016401562500000, 1
0.016407500000000, 0
0.017699125000000, 1
0.017705062500000, 0
0.018787375000000, 1
0.018793375000000, 0
0.019875687500000, 1
0.019881687500000, 0
0.021173312500000, 1
0.021179250000000, 0
0.022261625000000, 1
0.022267562500000, 0
0.023559187500000, 1
0.023565187500000, 0
0.024647500000000, 1
0.024653437500000, 0
0.025735750000000, 1
0.025741750000000, 0
0.027033312500000, 1
0.027039312500000, 0
0.028121562500000, 1
0.028127562500000, 0
0.029419187500000, 1
0.029425125000000, 0
0.030507437500000, 1
0.030513375000000, 0
0.031595687500000, 1
0.031601687500000, 0
0.032893312500000, 1
0.032899250000000, 0
0.033981562500000, 1
0.033987562500000, 0
0.035279187500000, 1
0.035285125000000, 0
0.036367500000000, 1
0.036373437500000, 0
0.037455812500000, 1
0.037461750000000, 0
0.038753375000000, 1
0.038759375000000, 0
0.039841687500000, 1
0.039847625000000, 0
0.041139250000000, 1
0.041145187500000, 0
0.042227562500000, 1
0.042233562500000, 0
0.043315812500000, 1
0.043321812500000, 0
0.044613437500000, 1
0.044619437500000, 0
0.045701750000000, 1
0.045707750000000, 0
0.046999312500000, 1
0.047005312500000, 0
0.048087625000000, 1
0.048093625000000, 0
0.049175937500000, 1
0.049181937500000, 0
0.050473562500000, 1
0.050479500000000, 0
0.051561875000000, 1
0.051567875000000, 0
0.052859500000000, 1
0.052865500000000, 0
0.053947812500000, 1
0.053953750000000, 0
0.055036125000000, 1
0.055042062500000, 0
0.056333687500000, 1
0.056339687500000, 0
0.057422062500000, 1
0.057428000000000, 0
0.058719687500000, 1
0.058725625000000, 0
0.059807937500000, 1
0.059813937500000, 0
0.060896250000000, 1
0.060902250000000, 0
0.062193937500000, 1
0.062199937500000, 0
0.063282250000000, 1
0.063288250000000, 0
0.064579875000000, 1
0.064585812500000, 0
0.065668187500000, 1
0.065674187500000, 0
0.066756500000000, 1
0.066762500000000, 0
0.068054125000000, 1
0.068060125000000, 0
0.069142437500000, 1
0.069148437500000, 0
0.070440062500000, 1
0.070446000000000, 0
0.071528375000000, 1
0.071534375000000, 0
0.072616687500000, 1
0.072622687500000, 0
0.073914312500000, 1
0.073920312500000, 0
0.075002625000000, 1
0.075008562500000, 0
0.076300187500000, 1
0.076306187500000, 0
0.077388500000000, 1
0.077394500000000, 0
0.078476812500000, 1
0.078482812500000, 0
0.079774437500000, 1
0.079780437500000, 0
0.080862812500000, 1
0.080868750000000, 0
0.082160375000000, 1
0.082166375000000, 0
0.083248687500000, 1
0.083254687500000, 0
0.084337062500000, 1
0.084343000000000, 0
0.085634625000000, 1
0.085640625000000, 0
0.086723000000000, 1
0.086729000000000, 0
0.088020625000000, 1
0.088026625000000, 0
0.089109000000000, 1
0.089114937500000, 0
0.090197312500000, 1
0.090203312500000, 0
0.091494875000000, 1
0.091500875000000, 0
0.092583187500000, 1
0.092589187500000, 0
0.093880750000000, 1
0.093886750000000, 0
0.094969062500000, 1
0.094975062500000, 0
0.096057375000000, 1
0.096063375000000, 0
0.097354937500000, 1
0.097360937500000, 0
0.098443250000000, 1
0.098449250000000, 0
0.099740812500000, 1
0.099746812500000, 0
0.100829125000000, 1
0.100835125000000, 0
0.101917437500000, 1
0.101923437500000, 0
0.103215000000000, 1
0.103221000000000, 0
0.104303312500000, 1
0.104309312500000, 0
0.105600937500000, 1
0.105606875000000, 0
0.106689187500000, 1
0.106695187500000, 0
0.107777500000000, 1
0.107783500000000, 0
0.109075062500000, 1
0.109081000000000, 0
0.110163312500000, 1
0.110169312500000, 0
0.111460937500000, 1
0.111466937500000, 0
0.112549250000000, 1
0.112555250000000, 0
0.113637500000000, 1
0.113643500000000, 0
0.114935062500000, 1
0.114941062500000, 0
0.116023312500000, 1
0.116029312500000, 0
0.117320937500000, 1
0.117326937500000, 0
0.118409250000000, 1
0.118415187500000, 0
0.119497562500000, 1
0.119503500000000, 0
0.120795125000000, 1
0.120801125000000, 0
0.121883500000000, 1
0.121889437500000, 0
0.123181062500000, 1
0.123187062500000, 0
0.124269375000000, 1
0.124275375000000, 0
0.125357687500000, 1
0.125363687500000, 0
0.126655312500000, 1
0.126661312500000, 0
0.127743625000000, 1
0.127749625000000, 0
0.129041187500000, 1
0.129047125000000, 0
0.130129437500000, 1
0.130135437500000, 0
0.131217750000000, 1
0.131223750000000, 0
0.132515375000000, 1
0.132521375000000, 0
0.133603750000000, 1
0.133609687500000, 0
0.134901437500000, 1
0.134907375000000, 0
0.135989750000000, 1
0.135995750000000, 0
0.137078062500000, 1
0.137084062500000, 0
0.138375687500000, 1
0.138381625000000, 0
0.139464000000000, 1
0.139469937500000, 0
0.140761625000000, 1
0.140767562500000, 0
0.141849937500000, 1
0.141855937500000, 0
0.142938312500000, 1
0.142944250000000, 0
0.144235937500000, 1
0.144241937500000, 0
0.145324250000000, 1
0.145330250000000, 0
0.146621937500000, 1
0.146627937500000, 0
0.147710250000000, 1
0.147716250000000, 0
0.148798625000000, 1
0.148804625000000, 0
0.150096250000000, 1
0.150102250000000, 0
0.151184625000000, 1
0.151190625000000, 0
0.152482250000000, 1
0.152488187500000, 0
0.153570562500000, 1
0.153576562500000, 0
0.154658812500000, 1
0.154664812500000, 0
0.155956437500000, 1
0.155962437500000, 0
0.157044750000000, 1
0.157050750000000, 0
0.158342312500000, 1
0.158348312500000, 0
0.159430625000000, 1
0.159436625000000, 0
0.160519000000000, 1
0.160524937500000, 0
0.161816625000000, 1
0.161822625000000, 0
0.162904937500000, 1
0.162910937500000, 0
0.164202562500000, 1
0.164208562500000, 0
0.165290875000000, 1
0.165296812500000, 0
0.166379125000000, 1
0.166385125000000, 0
0.167676687500000, 1
0.167682687500000, 0
0.168765062500000, 1
0.168771000000000, 0
